FSA,Bracket,Number
C1E,"$150,000 to $249,999",170
C1E,"$250,000 and over",100
C1N,"Under $5,000",760
C1N,"$5,000 to $9,999",700
C1N,"$10,000 to $14,999",980
C1N,"$15,000 to $19,999",1370
C1N,"$20,000 to $24,999",1520
C1N,"$25,000 to $29,999",1230
C1N,"$30,000 to $34,999",1060
C1N,"$35,000 to $39,999",990
C1N,"$40,000 to $44,999",960
C1N,"$45,000 to $49,999",870
C1N,"$50,000 to $54,999",690
C1N,"$55,000 to $59,999",580
C1N,"$60,000 to $69,999",850
C1N,"$70,000 to $79,999",580
C1N,"$80,000 to $89,999",440
C1N,"$90,000 to $99,999",250
C1N,"$100,000 to $149,999",420
C1N,"$150,000 to $249,999",150
C1N,"$250,000 and over",80
B0C,"Under $5,000",70
B0C,"$5,000 to $9,999",130
B0C,"$10,000 to $14,999",140
B0C,"$15,000 to $19,999",220
B0C,"$20,000 to $24,999",250
B0C,"$25,000 to $29,999",210
B0C,"$30,000 to $34,999",270
B0C,"$35,000 to $39,999",190
B0C,"$40,000 to $44,999",130
B0C,"$45,000 to $49,999",120
B0C,"$50,000 to $54,999",120
B0C,"$55,000 to $59,999",80
B0C,"$60,000 to $69,999",90
B0C,"$70,000 to $79,999",80
B0C,"$80,000 to $89,999",60
B0C,"$90,000 to $99,999",40
B0C,"$100,000 to $149,999",70
B0C,"$150,000 to $249,999",30
B0C,"$250,000 and over",20
B0E,"Under $5,000",2050
B0E,"$5,000 to $9,999",1370
B0E,"$10,000 to $14,999",1470
B0E,"$15,000 to $19,999",2050
B0E,"$20,000 to $24,999",2430
B0E,"$25,000 to $29,999",1600
B0E,"$30,000 to $34,999",1500
B0E,"$35,000 to $39,999",1540
B0E,"$40,000 to $44,999",1210
B0E,"$45,000 to $49,999",1090
B0E,"$50,000 to $54,999",890
B0E,"$55,000 to $59,999",690
B0E,"$60,000 to $69,999",1110
B0E,"$70,000 to $79,999",810
B0E,"$80,000 to $89,999",570
B0E,"$90,000 to $99,999",370
B0E,"$100,000 to $149,999",730
B0E,"$150,000 to $249,999",240
B0E,"$250,000 and over",80
B0H,"Under $5,000",600
B0H,"$5,000 to $9,999",550
B0H,"$10,000 to $14,999",650
B0H,"$15,000 to $19,999",950
B0H,"$20,000 to $24,999",890
B0H,"$25,000 to $29,999",590
B0H,"$30,000 to $34,999",540
B0H,"$35,000 to $39,999",560
B0H,"$40,000 to $44,999",450
B0H,"$45,000 to $49,999",380
B0H,"$50,000 to $54,999",350
B0H,"$55,000 to $59,999",290
B0H,"$60,000 to $69,999",450
B0H,"$70,000 to $79,999",320
B0H,"$80,000 to $89,999",260
B0H,"$90,000 to $99,999",160
B0H,"$100,000 to $149,999",300
B0H,"$150,000 to $249,999",100
B0H,"$250,000 and over",40
B0J,"Under $5,000",2230
B0J,"$5,000 to $9,999",2070
B0J,"$10,000 to $14,999",2380
B0J,"$15,000 to $19,999",2870
B0J,"$20,000 to $24,999",3630
B0J,"$25,000 to $29,999",2380
B0J,"$30,000 to $34,999",2370
B0J,"$35,000 to $39,999",2000
B0J,"$40,000 to $44,999",1880
B0J,"$45,000 to $49,999",1780
B0J,"$50,000 to $54,999",1390
B0J,"$55,000 to $59,999",1260
B0J,"$60,000 to $69,999",1980
B0J,"$70,000 to $79,999",1530
B0J,"$80,000 to $89,999",1150
B0J,"$90,000 to $99,999",740
B0J,"$100,000 to $149,999",1410
B0J,"$150,000 to $249,999",480
B0J,"$250,000 and over",190
B0K,"Under $5,000",2220
B0K,"$5,000 to $9,999",2150
B0K,"$10,000 to $14,999",2270
B0K,"$15,000 to $19,999",2650
B0K,"$20,000 to $24,999",3300
B0K,"$25,000 to $29,999",2110
B0K,"$30,000 to $34,999",2010
B0K,"$35,000 to $39,999",1900
B0K,"$40,000 to $44,999",1750
B0K,"$45,000 to $49,999",1550
B0K,"$50,000 to $54,999",1280
B0K,"$55,000 to $59,999",1030
B0K,"$60,000 to $69,999",1540
B0K,"$70,000 to $79,999",1150
B0K,"$80,000 to $89,999",880
B0K,"$90,000 to $99,999",560
B0K,"$100,000 to $149,999",1030
B0K,"$150,000 to $249,999",320
B0K,"$250,000 and over",100
B0L,"Under $5,000",140
B0L,"$5,000 to $9,999",140
B0L,"$10,000 to $14,999",180
B0L,"$15,000 to $19,999",240
B0L,"$20,000 to $24,999",230
B0L,"$25,000 to $29,999",170
B0L,"$30,000 to $34,999",160
B0L,"$35,000 to $39,999",130
B0L,"$40,000 to $44,999",130
B0L,"$45,000 to $49,999",120
B0L,"$50,000 to $54,999",80
B0L,"$55,000 to $59,999",60
B0L,"$60,000 to $69,999",90
B0L,"$70,000 to $79,999",50
B0L,"$80,000 to $89,999",40
B0L,"$90,000 to $99,999",30
B0L,"$100,000 to $149,999",40
B0L,"$150,000 to $249,999",10
B0L,"$250,000 and over",10
B0M,"Under $5,000",1010
B0M,"$5,000 to $9,999",1030
B0M,"$10,000 to $14,999",1180
B0M,"$15,000 to $19,999",1450
B0M,"$20,000 to $24,999",1520
B0M,"$25,000 to $29,999",1000
B0M,"$30,000 to $34,999",960
B0M,"$35,000 to $39,999",970
B0M,"$40,000 to $44,999",830
B0M,"$45,000 to $49,999",790
B0M,"$50,000 to $54,999",560
B0M,"$55,000 to $59,999",460
B0M,"$60,000 to $69,999",680
B0M,"$70,000 to $79,999",490
B0M,"$80,000 to $89,999",340
B0M,"$90,000 to $99,999",220
B0M,"$100,000 to $149,999",360
B0M,"$150,000 to $249,999",100
B0M,"$250,000 and over",40
B0N,"Under $5,000",2760
B0N,"$5,000 to $9,999",2090
B0N,"$10,000 to $14,999",2250
B0N,"$15,000 to $19,999",2740
B0N,"$20,000 to $24,999",3280
B0N,"$25,000 to $29,999",2260
B0N,"$30,000 to $34,999",2080
B0N,"$35,000 to $39,999",2000
B0N,"$40,000 to $44,999",1840
B0N,"$45,000 to $49,999",1640
B0N,"$50,000 to $54,999",1420
B0N,"$55,000 to $59,999",1240
B0N,"$60,000 to $69,999",1930
B0N,"$70,000 to $79,999",1450
B0N,"$80,000 to $89,999",1070
B0N,"$90,000 to $99,999",730
B0N,"$100,000 to $149,999",1180
B0N,"$150,000 to $249,999",310
B0N,"$250,000 and over",90
B0P,"Under $5,000",2530
B0P,"$5,000 to $9,999",2200
B0P,"$10,000 to $14,999",2490
B0P,"$15,000 to $19,999",2890
B0P,"$20,000 to $24,999",3220
B0P,"$25,000 to $29,999",2360
B0P,"$30,000 to $34,999",2280
B0P,"$35,000 to $39,999",2060
B0P,"$40,000 to $44,999",1860
B0P,"$45,000 to $49,999",1750
B0P,"$50,000 to $54,999",1340
B0P,"$55,000 to $59,999",1200
B0P,"$60,000 to $69,999",2080
B0P,"$70,000 to $79,999",1690
B0P,"$80,000 to $89,999",1160
B0P,"$90,000 to $99,999",700
B0P,"$100,000 to $149,999",1180
B0P,"$150,000 to $249,999",320
B0P,"$250,000 and over",150
B0R,"Under $5,000",360
B0R,"$5,000 to $9,999",310
B0R,"$10,000 to $14,999",440
B0R,"$15,000 to $19,999",530
B0R,"$20,000 to $24,999",610
B0R,"$25,000 to $29,999",360
B0R,"$30,000 to $34,999",380
B0R,"$35,000 to $39,999",320
B0R,"$40,000 to $44,999",290
B0R,"$45,000 to $49,999",270
B0R,"$50,000 to $54,999",200
B0R,"$55,000 to $59,999",170
B0R,"$60,000 to $69,999",240
B0R,"$70,000 to $79,999",180
B0R,"$80,000 to $89,999",120
B0R,"$90,000 to $99,999",60
B0R,"$100,000 to $149,999",130
B0R,"$150,000 to $249,999",50
B0R,"$250,000 and over",20
B0S,"Under $5,000",1250
B0S,"$5,000 to $9,999",1150
B0S,"$10,000 to $14,999",1310
B0S,"$15,000 to $19,999",1690
B0S,"$20,000 to $24,999",1750
B0S,"$25,000 to $29,999",1150
B0S,"$30,000 to $34,999",1100
B0S,"$35,000 to $39,999",910
B0S,"$40,000 to $44,999",810
B0S,"$45,000 to $49,999",690
B0S,"$50,000 to $54,999",540
B0S,"$55,000 to $59,999",420
B0S,"$60,000 to $69,999",630
B0S,"$70,000 to $79,999",510
B0S,"$80,000 to $89,999",360
B0S,"$90,000 to $99,999",210
B0S,"$100,000 to $149,999",360
B0S,"$150,000 to $249,999",110
B0S,"$250,000 and over",40
B0T,"Under $5,000",960
B0T,"$5,000 to $9,999",920
B0T,"$10,000 to $14,999",1070
B0T,"$15,000 to $19,999",1320
B0T,"$20,000 to $24,999",1560
B0T,"$25,000 to $29,999",950
B0T,"$30,000 to $34,999",820
B0T,"$35,000 to $39,999",790
B0T,"$40,000 to $44,999",690
B0T,"$45,000 to $49,999",580
B0T,"$50,000 to $54,999",490
B0T,"$55,000 to $59,999",410
B0T,"$60,000 to $69,999",570
B0T,"$70,000 to $79,999",420
B0T,"$80,000 to $89,999",310
B0T,"$90,000 to $99,999",190
B0T,"$100,000 to $149,999",420
B0T,"$150,000 to $249,999",150
B0T,"$250,000 and over",50
B0V,"Under $5,000",380
B0V,"$5,000 to $9,999",380
B0V,"$10,000 to $14,999",470
B0V,"$15,000 to $19,999",640
B0V,"$20,000 to $24,999",660
B0V,"$25,000 to $29,999",430
B0V,"$30,000 to $34,999",300
B0V,"$35,000 to $39,999",290
B0V,"$40,000 to $44,999",270
B0V,"$45,000 to $49,999",200
B0V,"$50,000 to $54,999",170
B0V,"$55,000 to $59,999",150
B0V,"$60,000 to $69,999",200
B0V,"$70,000 to $79,999",140
B0V,"$80,000 to $89,999",100
B0V,"$90,000 to $99,999",70
B0V,"$100,000 to $149,999",120
B0V,"$150,000 to $249,999",50
B0V,"$250,000 and over",20
B0W,"Under $5,000",1470
B0W,"$5,000 to $9,999",1570
B0W,"$10,000 to $14,999",1970
B0W,"$15,000 to $19,999",2520
B0W,"$20,000 to $24,999",2780
B0W,"$25,000 to $29,999",1730
B0W,"$30,000 to $34,999",1560
B0W,"$35,000 to $39,999",1470
B0W,"$40,000 to $44,999",1330
B0W,"$45,000 to $49,999",1170
B0W,"$50,000 to $54,999",890
B0W,"$55,000 to $59,999",740
B0W,"$60,000 to $69,999",1180
B0W,"$70,000 to $79,999",940
B0W,"$80,000 to $89,999",730
B0W,"$90,000 to $99,999",490
B0W,"$100,000 to $149,999",1020
B0W,"$150,000 to $249,999",330
B0W,"$250,000 and over",80
B1A,"Under $5,000",910
B1A,"$5,000 to $9,999",1310
B1A,"$10,000 to $14,999",1050
B1A,"$15,000 to $19,999",1220
B1A,"$20,000 to $24,999",1510
B1A,"$25,000 to $29,999",1030
B1A,"$30,000 to $34,999",950
B1A,"$35,000 to $39,999",820
B1A,"$40,000 to $44,999",660
B1A,"$45,000 to $49,999",580
B1A,"$50,000 to $54,999",420
B1A,"$55,000 to $59,999",370
B1A,"$60,000 to $69,999",550
B1A,"$70,000 to $79,999",360
B1A,"$80,000 to $89,999",300
B1A,"$90,000 to $99,999",210
B1A,"$100,000 to $149,999",350
B1A,"$150,000 to $249,999",90
B1A,"$250,000 and over",20
B1B,"Under $5,000",40
B1B,"$5,000 to $9,999",80
B1B,"$10,000 to $14,999",90
B1B,"$15,000 to $19,999",80
B1B,"$20,000 to $24,999",140
B1B,"$25,000 to $29,999",90
B1B,"$30,000 to $34,999",80
B1B,"$35,000 to $39,999",70
B1B,"$40,000 to $44,999",70
B1B,"$45,000 to $49,999",50
B1B,"$50,000 to $54,999",40
B1B,"$55,000 to $59,999",40
B1B,"$60,000 to $69,999",50
B1B,"$70,000 to $79,999",40
B1B,"$80,000 to $89,999",30
B1B,"$90,000 to $99,999",20
B1B,"$100,000 to $149,999",40
B1B,"$150,000 to $249,999",20
B1B,"$250,000 and over",10
B1C,"Under $5,000",50
B1C,"$5,000 to $9,999",80
B1C,"$10,000 to $14,999",90
B1C,"$15,000 to $19,999",130
B1C,"$20,000 to $24,999",150
B1C,"$25,000 to $29,999",100
B1C,"$30,000 to $34,999",140
B1C,"$35,000 to $39,999",150
B1C,"$40,000 to $44,999",110
B1C,"$45,000 to $49,999",80
B1C,"$50,000 to $54,999",70
B1C,"$55,000 to $59,999",70
B1C,"$60,000 to $69,999",90
B1C,"$70,000 to $79,999",60
B1C,"$80,000 to $89,999",50
B1C,"$90,000 to $99,999",20
B1C,"$100,000 to $149,999",60
B1C,"$150,000 to $249,999",40
B1C,"$250,000 and over",10
B1E,"Under $5,000",100
B1E,"$5,000 to $9,999",160
B1E,"$10,000 to $14,999",110
B1E,"$15,000 to $19,999",130
B1E,"$20,000 to $24,999",160
B1E,"$25,000 to $29,999",110
B1E,"$30,000 to $34,999",100
B1E,"$35,000 to $39,999",90
B1E,"$40,000 to $44,999",70
B1E,"$45,000 to $49,999",50
B1E,"$50,000 to $54,999",50
B1E,"$55,000 to $59,999",40
B1E,"$60,000 to $69,999",60
B1E,"$70,000 to $79,999",40
B1E,"$80,000 to $89,999",40
B1E,"$90,000 to $99,999",30
B1E,"$100,000 to $149,999",40
B1E,"$150,000 to $249,999",10
B1E,"$250,000 and over",0
B1G,"Under $5,000",90
B1G,"$5,000 to $9,999",160
B1G,"$10,000 to $14,999",120
B1G,"$15,000 to $19,999",180
B1G,"$20,000 to $24,999",230
B1G,"$25,000 to $29,999",140
B1G,"$30,000 to $34,999",110
B1G,"$35,000 to $39,999",110
B1G,"$40,000 to $44,999",90
B1G,"$45,000 to $49,999",70
B1G,"$50,000 to $54,999",60
B1G,"$55,000 to $59,999",50
B1G,"$60,000 to $69,999",70
B1G,"$70,000 to $79,999",50
B1G,"$80,000 to $89,999",30
B1G,"$90,000 to $99,999",30
B1G,"$100,000 to $149,999",50
B1G,"$150,000 to $249,999",10
B1G,"$250,000 and over",0
B1H,"Under $5,000",460
B1H,"$5,000 to $9,999",820
B1H,"$10,000 to $14,999",700
B1H,"$15,000 to $19,999",740
B1H,"$20,000 to $24,999",1010
B1H,"$25,000 to $29,999",670
B1H,"$30,000 to $34,999",580
B1H,"$35,000 to $39,999",560
B1H,"$40,000 to $44,999",420
B1H,"$45,000 to $49,999",340
B1H,"$50,000 to $54,999",280
B1H,"$55,000 to $59,999",250
B1H,"$60,000 to $69,999",360
B1H,"$70,000 to $79,999",250
B1H,"$80,000 to $89,999",200
B1H,"$90,000 to $99,999",160
B1H,"$100,000 to $149,999",230
B1H,"$150,000 to $249,999",60
B1H,"$250,000 and over",10
B1J,"Under $5,000",40
B1J,"$5,000 to $9,999",30
B1J,"$10,000 to $14,999",70
B1J,"$15,000 to $19,999",70
B1J,"$20,000 to $24,999",80
B1J,"$25,000 to $29,999",60
B1J,"$30,000 to $34,999",60
B1J,"$35,000 to $39,999",60
B1J,"$40,000 to $44,999",60
B1J,"$45,000 to $49,999",60
B1J,"$50,000 to $54,999",40
B1J,"$55,000 to $59,999",60
B1J,"$60,000 to $69,999",70
B1J,"$70,000 to $79,999",40
B1J,"$80,000 to $89,999",30
B1J,"$90,000 to $99,999",30
B1J,"$100,000 to $149,999",60
B1J,"$150,000 to $249,999",20
B1J,"$250,000 and over",20
B1K,"Under $5,000",120
B1K,"$5,000 to $9,999",140
B1K,"$10,000 to $14,999",160
B1K,"$15,000 to $19,999",200
B1K,"$20,000 to $24,999",270
B1K,"$25,000 to $29,999",180
B1K,"$30,000 to $34,999",180
B1K,"$35,000 to $39,999",180
B1K,"$40,000 to $44,999",160
B1K,"$45,000 to $49,999",160
B1K,"$50,000 to $54,999",110
B1K,"$55,000 to $59,999",100
B1K,"$60,000 to $69,999",180
B1K,"$70,000 to $79,999",140
B1K,"$80,000 to $89,999",110
B1K,"$90,000 to $99,999",80
B1K,"$100,000 to $149,999",120
B1K,"$150,000 to $249,999",50
B1K,"$250,000 and over",20
B1L,"Under $5,000",190
B1L,"$5,000 to $9,999",200
B1L,"$10,000 to $14,999",280
B1L,"$15,000 to $19,999",290
B1L,"$20,000 to $24,999",380
B1L,"$25,000 to $29,999",250
B1L,"$30,000 to $34,999",280
B1L,"$35,000 to $39,999",270
B1L,"$40,000 to $44,999",250
B1L,"$45,000 to $49,999",210
B1L,"$50,000 to $54,999",200
B1L,"$55,000 to $59,999",170
B1L,"$60,000 to $69,999",270
B1L,"$70,000 to $79,999",240
B1L,"$80,000 to $89,999",170
B1L,"$90,000 to $99,999",140
B1L,"$100,000 to $149,999",220
B1L,"$150,000 to $249,999",70
B1L,"$250,000 and over",30
B1M,"Under $5,000",120
B1M,"$5,000 to $9,999",80
B1M,"$10,000 to $14,999",60
B1M,"$15,000 to $19,999",80
B1M,"$20,000 to $24,999",120
B1M,"$25,000 to $29,999",80
B1M,"$30,000 to $34,999",70
B1M,"$35,000 to $39,999",60
B1M,"$40,000 to $44,999",60
B1M,"$45,000 to $49,999",60
B1M,"$50,000 to $54,999",50
B1M,"$55,000 to $59,999",40
B1M,"$60,000 to $69,999",60
B1M,"$70,000 to $79,999",50
B1M,"$80,000 to $89,999",50
B1M,"$90,000 to $99,999",30
B1M,"$100,000 to $149,999",60
B1M,"$150,000 to $249,999",20
B1M,"$250,000 and over",0
B1N,"Under $5,000",390
B1N,"$5,000 to $9,999",500
B1N,"$10,000 to $14,999",460
B1N,"$15,000 to $19,999",500
B1N,"$20,000 to $24,999",530
B1N,"$25,000 to $29,999",420
B1N,"$30,000 to $34,999",400
B1N,"$35,000 to $39,999",320
B1N,"$40,000 to $44,999",290
B1N,"$45,000 to $49,999",220
B1N,"$50,000 to $54,999",170
B1N,"$55,000 to $59,999",120
B1N,"$60,000 to $69,999",190
B1N,"$70,000 to $79,999",130
B1N,"$80,000 to $89,999",90
B1N,"$90,000 to $99,999",50
B1N,"$100,000 to $149,999",70
B1N,"$150,000 to $249,999",20
B1N,"$250,000 and over",10
B1P,"Under $5,000",1880
B1P,"$5,000 to $9,999",1420
B1P,"$10,000 to $14,999",1270
B1P,"$15,000 to $19,999",1410
B1P,"$20,000 to $24,999",1430
B1P,"$25,000 to $29,999",950
B1P,"$30,000 to $34,999",860
B1P,"$35,000 to $39,999",820
B1P,"$40,000 to $44,999",670
B1P,"$45,000 to $49,999",530
B1P,"$50,000 to $54,999",430
B1P,"$55,000 to $59,999",350
B1P,"$60,000 to $69,999",590
B1P,"$70,000 to $79,999",440
B1P,"$80,000 to $89,999",300
B1P,"$90,000 to $99,999",220
B1P,"$100,000 to $149,999",380
B1P,"$150,000 to $249,999",90
B1P,"$250,000 and over",50
B1R,"Under $5,000",190
B1R,"$5,000 to $9,999",190
B1R,"$10,000 to $14,999",240
B1R,"$15,000 to $19,999",250
B1R,"$20,000 to $24,999",320
B1R,"$25,000 to $29,999",220
B1R,"$30,000 to $34,999",230
B1R,"$35,000 to $39,999",250
B1R,"$40,000 to $44,999",240
B1R,"$45,000 to $49,999",210
B1R,"$50,000 to $54,999",150
B1R,"$55,000 to $59,999",150
B1R,"$60,000 to $69,999",250
B1R,"$70,000 to $79,999",180
B1R,"$80,000 to $89,999",170
B1R,"$90,000 to $99,999",100
B1R,"$100,000 to $149,999",190
B1R,"$150,000 to $249,999",50
B1R,"$250,000 and over",20
B1S,"Under $5,000",960
B1S,"$5,000 to $9,999",420
B1S,"$10,000 to $14,999",410
B1S,"$15,000 to $19,999",580
B1S,"$20,000 to $24,999",630
B1S,"$25,000 to $29,999",380
B1S,"$30,000 to $34,999",430
B1S,"$35,000 to $39,999",400
B1S,"$40,000 to $44,999",340
B1S,"$45,000 to $49,999",310
B1S,"$50,000 to $54,999",260
B1S,"$55,000 to $59,999",240
B1S,"$60,000 to $69,999",360
B1S,"$70,000 to $79,999",260
B1S,"$80,000 to $89,999",240
B1S,"$90,000 to $99,999",170
B1S,"$100,000 to $149,999",300
B1S,"$150,000 to $249,999",110
B1S,"$250,000 and over",80
B1T,"Under $5,000",20
B1T,"$5,000 to $9,999",20
B1T,"$10,000 to $14,999",20
B1T,"$15,000 to $19,999",30
B1T,"$20,000 to $24,999",30
B1T,"$25,000 to $29,999",20
B1T,"$30,000 to $34,999",20
B1T,"$35,000 to $39,999",20
B1T,"$40,000 to $44,999",30
B1T,"$45,000 to $49,999",20
B1T,"$50,000 to $54,999",10
B1T,"$55,000 to $59,999",10
B1T,"$60,000 to $69,999",20
B1T,"$70,000 to $79,999",20
B1T,"$80,000 to $89,999",10
B1T,"$90,000 to $99,999",10
B1T,"$100,000 to $149,999",10
B1T,"$150,000 to $249,999",10
B1T,"$250,000 and over",0
B1V,"Under $5,000",300
B1V,"$5,000 to $9,999",480
B1V,"$10,000 to $14,999",470
B1V,"$15,000 to $19,999",470
B1V,"$20,000 to $24,999",580
B1V,"$25,000 to $29,999",390
B1V,"$30,000 to $34,999",330
B1V,"$35,000 to $39,999",400
B1V,"$40,000 to $44,999",280
B1V,"$45,000 to $49,999",250
B1V,"$50,000 to $54,999",210
B1V,"$55,000 to $59,999",190
B1V,"$60,000 to $69,999",240
B1V,"$70,000 to $79,999",150
B1V,"$80,000 to $89,999",120
B1V,"$90,000 to $99,999",60
B1V,"$100,000 to $149,999",140
B1V,"$150,000 to $249,999",30
B1V,"$250,000 and over",10
B1W,"Under $5,000",1750
B1W,"$5,000 to $9,999",90
B1W,"$10,000 to $14,999",90
B1W,"$15,000 to $19,999",150
B1W,"$20,000 to $24,999",40
B1W,"$25,000 to $29,999",30
B1W,"$30,000 to $34,999",10
B1W,"$35,000 to $39,999",10
B1W,"$40,000 to $44,999",10
B1W,"$45,000 to $49,999",10
B1W,"$50,000 to $54,999",0
B1W,"$55,000 to $59,999",0
B1W,"$60,000 to $69,999",10
B1W,"$70,000 to $79,999",0
B1W,"$80,000 to $89,999",0
B1W,"$90,000 to $99,999",0
B1W,"$100,000 to $149,999",0
B1W,"$150,000 to $249,999",0
B1W,"$250,000 and over",0
B1X,"Under $5,000",30
B1X,"$5,000 to $9,999",40
B1X,"$10,000 to $14,999",50
B1X,"$15,000 to $19,999",50
B1X,"$20,000 to $24,999",70
B1X,"$25,000 to $29,999",60
B1X,"$30,000 to $34,999",50
B1X,"$35,000 to $39,999",40
B1X,"$40,000 to $44,999",40
B1X,"$45,000 to $49,999",50
B1X,"$50,000 to $54,999",30
B1X,"$55,000 to $59,999",30
B1X,"$60,000 to $69,999",50
B1X,"$70,000 to $79,999",30
B1X,"$80,000 to $89,999",30
B1X,"$90,000 to $99,999",20
B1X,"$100,000 to $149,999",20
B1X,"$150,000 to $249,999",10
B1X,"$250,000 and over",10
B1Y,"Under $5,000",230
B1Y,"$5,000 to $9,999",340
B1Y,"$10,000 to $14,999",390
B1Y,"$15,000 to $19,999",430
B1Y,"$20,000 to $24,999",530
B1Y,"$25,000 to $29,999",390
B1Y,"$30,000 to $34,999",360
B1Y,"$35,000 to $39,999",370
B1Y,"$40,000 to $44,999",320
B1Y,"$45,000 to $49,999",250
B1Y,"$50,000 to $54,999",220
B1Y,"$55,000 to $59,999",200
B1Y,"$60,000 to $69,999",340
B1Y,"$70,000 to $79,999",210
B1Y,"$80,000 to $89,999",210
B1Y,"$90,000 to $99,999",100
B1Y,"$100,000 to $149,999",200
B1Y,"$150,000 to $249,999",50
B1Y,"$250,000 and over",20
B2A,"Under $5,000",350
B2A,"$5,000 to $9,999",560
B2A,"$10,000 to $14,999",550
B2A,"$15,000 to $19,999",650
B2A,"$20,000 to $24,999",810
B2A,"$25,000 to $29,999",530
B2A,"$30,000 to $34,999",520
B2A,"$35,000 to $39,999",450
B2A,"$40,000 to $44,999",430
B2A,"$45,000 to $49,999",320
B2A,"$50,000 to $54,999",240
B2A,"$55,000 to $59,999",220
B2A,"$60,000 to $69,999",310
B2A,"$70,000 to $79,999",230
B2A,"$80,000 to $89,999",180
B2A,"$90,000 to $99,999",120
B2A,"$100,000 to $149,999",190
B2A,"$150,000 to $249,999",50
B2A,"$250,000 and over",20
B2C,"Under $5,000",20
B2C,"$5,000 to $9,999",10
B2C,"$10,000 to $14,999",20
B2C,"$15,000 to $19,999",20
B2C,"$20,000 to $24,999",30
B2C,"$25,000 to $29,999",20
B2C,"$30,000 to $34,999",20
B2C,"$35,000 to $39,999",20
B2C,"$40,000 to $44,999",20
B2C,"$45,000 to $49,999",20
B2C,"$50,000 to $54,999",10
B2C,"$55,000 to $59,999",20
B2C,"$60,000 to $69,999",10
B2C,"$70,000 to $79,999",10
B2C,"$80,000 to $89,999",10
B2C,"$90,000 to $99,999",10
B2C,"$100,000 to $149,999",10
B2C,"$150,000 to $249,999",0
B2C,"$250,000 and over",0
B2E,"Under $5,000",0
B2E,"$5,000 to $9,999",10
B2E,"$10,000 to $14,999",0
B2E,"$15,000 to $19,999",0
B2E,"$20,000 to $24,999",10
B2E,"$25,000 to $29,999",10
B2E,"$30,000 to $34,999",0
B2E,"$35,000 to $39,999",0
B2E,"$40,000 to $44,999",0
B2E,"$45,000 to $49,999",0
B2E,"$50,000 to $54,999",0
B2E,"$55,000 to $59,999",0
B2E,"$60,000 to $69,999",0
B2E,"$70,000 to $79,999",0
B2E,"$80,000 to $89,999",0
B2E,"$90,000 to $99,999",0
B2E,"$100,000 to $149,999",0
B2E,"$150,000 to $249,999",0
B2E,"$250,000 and over",0
B2G,"Under $5,000",740
B2G,"$5,000 to $9,999",740
B2G,"$10,000 to $14,999",740
B2G,"$15,000 to $19,999",900
B2G,"$20,000 to $24,999",1060
B2G,"$25,000 to $29,999",750
B2G,"$30,000 to $34,999",750
B2G,"$35,000 to $39,999",750
B2G,"$40,000 to $44,999",710
B2G,"$45,000 to $49,999",640
B2G,"$50,000 to $54,999",560
B2G,"$55,000 to $59,999",470
B2G,"$60,000 to $69,999",700
B2G,"$70,000 to $79,999",570
B2G,"$80,000 to $89,999",480
B2G,"$90,000 to $99,999",330
B2G,"$100,000 to $149,999",630
B2G,"$150,000 to $249,999",230
B2G,"$250,000 and over",90
B2H,"Under $5,000",690
B2H,"$5,000 to $9,999",900
B2H,"$10,000 to $14,999",860
B2H,"$15,000 to $19,999",1040
B2H,"$20,000 to $24,999",1250
B2H,"$25,000 to $29,999",830
B2H,"$30,000 to $34,999",760
B2H,"$35,000 to $39,999",790
B2H,"$40,000 to $44,999",670
B2H,"$45,000 to $49,999",590
B2H,"$50,000 to $54,999",520
B2H,"$55,000 to $59,999",410
B2H,"$60,000 to $69,999",700
